id,name,surname,researchfield,university,age
827,Harris,Baker,Software,National and Kapodistrian University of Athens,27
828,Emily,Nielsen,Government Services,Trinity College Dublin,39
829,Theodora,Lewis,Food & Beverage,University of Tartu,38
830,Elisa,Smith,Retail,National and Kapodistrian University of Athens,23
831,Arthur,Sanchez,Engineering,University of Belgrade,18
832,Gregory,Taylor,Computer Hardware,University College Dublin,22
833,William,Clark,Logistics & Transportation,ETH Zurich,26
834,Anthony,Davis,Logistics & Transportation,Utrecht University,29
835,Roxanne,Sanchez,Advertising & Marketing,University of Cambridge,31
836,Dimitris,Baker,Construction,University of Groningen,19
837,Paul,Kowalski,Food & Beverage,Aristotle University of Thessaloniki,34
838,Oscar,Walker,Media,Aristotle University of Thessaloniki,31
839,Peter,Novak,Construction,Technion – Israel Institute of Technology,30
840,Stella,Moore,Energy,Charles University,26
841,Veronica,Sanchez,Real Estate,University of Warsaw,32
842,Liam,Lombardi,Logistics & Transportation,Sciences Po,39
843,Christopher,Robinson,IT Management,Charles University,32
844,Spyros,Allen,Health,Sciences Po,28
845,Penelope,Horvath,Construction,University of Patras,33
846,Leah,Jackson,Advertising & Marketing,Aristotle University of Thessaloniki,34
847,Thomas,Muller,Business Products & Services,Sapienza University of Rome,21
848,Dimitris,Davis,Manufacturing,University of Bern,18
849,Nikos,Robinson,Business Products & Services,Technion – Israel Institute of Technology,25
850,Laura,Martinez,Travel & Hospitality,Stockholm University,34
851,Robert,Gonzalez,Software,University of Patras,20
852,Irene,Muller,Business Products & Services,Charles University,37
853,Rebecca,Martinez,Advertising & Marketing,Ghent University,32
854,Lydia,Walker,Health,Jagiellonian University,32
855,Nadia,Nielsen,Retail,National and Kapodistrian University of Athens,39
856,Leah,Gonzalez,Construction,National and Kapodistrian University of Athens,31
857,Andreas,Lopez,Health,National and Kapodistrian University of Athens,40
858,Benjamin,Kowalski,Retail,University of Patras,31
859,Claire,Dubois,IT System Development,Sapienza University of Rome,19
860,Nicholas,Hall,Business Products & Services,Charles University,30
861,Spyros,Carter,Health,Jagiellonian University,31
862,Martin,Walker,Logistics & Transportation,Aristotle University of Thessaloniki,36
863,Rebecca,Green,IT System Development,University of Copenhagen,24
864,Hugo,Jones,Consumer Products & Services,Ludwig Maximilian University of Munich,20
865,Katerina,Clark,Software,Pompeu Fabra University,32
866,George,Wright,Real Estate,University of Geneva,40
867,Athena,Lombardi,Government Services,University of Helsinki,31
868,Arthur,Schmidt,Advertising & Marketing,University of Lisbon,28
869,Christina,Nelson,Software,Lund University,32
870,Nicole,Johnson,Health,Pompeu Fabra University,30
871,Peter,Martin,Software,University College Dublin,35
872,Lucas,Carter,Computer Hardware,University of Belgrade,23
873,Harris,Thomas,Software,University College Dublin,20
874,Samuel,Nielsen,Advertising & Marketing,KU Leuven,36
875,Lucy,Jackson,IT Management,University College Dublin,32
876,Michael,Lewis,Advertising & Marketing,Aristotle University of Thessaloniki,40
877,Jasmine,Lewis,Business Products & Services,University of Barcelona,22
878,Alex,Harris,Business Products & Services,National and Kapodistrian University of Athens,27
879,Gregory,King,Travel & Hospitality,Politecnico di Milano,24
880,Marta,Smith,Logistics & Transportation,University of Lisbon,34
881,Helen,Mitchell,Software,Pompeu Fabra University,24
882,Christina,Carter,Telecommunications,The University of Edinburgh,39
883,Veronica,Muller,Software,Delft University of Technology,29
884,Georgia,Walker,Education,University of Vienna,34
885,Mark,Jones,Government Services,Utrecht University,30
886,Nicole,Bianchi,Retail,Aristotle University of Thessaloniki,37
887,Joseph,Martin,Health,University College Dublin,21
888,Andreas,Martinez,Travel & Hospitality,University of Ljubljana,27
889,George,Wright,Construction,University of Oslo,20
890,Bianca,Hernandez,Business Products & Services,Aarhus University,26
891,Diana,Williams,Manufacturing,National and Kapodistrian University of Athens,30
892,Paul,Moore,Health,National and Kapodistrian University of Athens,35
893,Lydia,Lee,Energy,University of Lisbon,32
894,Marta,Hall,Construction,University College Dublin,21
895,Marta,Miller,Construction,University of Copenhagen,32
896,Jason,Harris,IT System Development,University of Tartu,39
897,Noah,Robinson,Engineering,University of Amsterdam,19
898,Laura,Bianchi,Human Resources,University of Patras,32
899,Stephen,Thomas,Health,University of Barcelona,25
900,Emily,Hall,Advertising & Marketing,Technical University of Munich,25
901,Vasilis,Anderson,Advertising & Marketing,University of Patras,34
902,Victoria,Lopez,IT System Development,National and Kapodistrian University of Athens,29
903,Diana,Lee,Media,University of Geneva,36
904,Patricia,Robinson,Software,Eindhoven University of Technology,27
905,Spyros,Kowalski,Energy,University of Patras,26
906,John,Sanchez,Manufacturing,Tel Aviv University,22
907,Catherine,Williams,IT Management,National and Kapodistrian University of Athens,23
908,Victoria,Thompson,Business Products & Services,KU Leuven,37
909,Noah,Perez,Advertising & Marketing,Utrecht University,19
910,Benjamin,Thomas,Health,University of Patras,30
911,Nicholas,Taylor,IT System Development,University of Oxford,23
912,Liam,Walker,Advertising & Marketing,Aristotle University of Thessaloniki,22
913,Andreas,Kowalski,Advertising & Marketing,University of Patras,18
914,Patricia,Scott,Construction,Sciences Po,38
915,James,Davis,Consumer Products & Services,University College London,39
916,Laura,Allen,Business Products & Services,University of Belgrade,38
917,Thomas,Miller,Energy,ETH Zurich,23
918,Robert,Clark,Advertising & Marketing,Sapienza University of Rome,23
919,Theodora,Kowalski,IT System Development,The University of Edinburgh,40
920,Julia,Dubois,Logistics & Transportation,Aristotle University of Thessaloniki,33
921,Vasilis,Davis,Business Products & Services,Aristotle University of Thessaloniki,21
922,Irene,Bianchi,Consumer Products & Services,University of Patras,28
923,Alex,Walker,Real Estate,Tel Aviv University,40
924,Helen,Smith,Business Products & Services,University of Porto,26
925,Peter,Taylor,Real Estate,National and Kapodistrian University of Athens,40
926,Penelope,Gonzalez,Environmental Services,University of Patras,20
927,Joseph,Martinez,Business Products & Services,Chalmers University of Technology,36
928,Sofia,Adams,Business Products & Services,National and Kapodistrian University of Athens,25
929,Gregory,King,Software,University of Vienna,22
930,Kostas,Robinson,IT Management,National and Kapodistrian University of Athens,21
931,Emily,Kowalski,Construction,Stockholm University,23
932,Jack,Allen,Government Services,University of Helsinki,19
933,John,Smith,Manufacturing,Jagiellonian University,37
934,Lucy,Wright,Financial Services,Aristotle University of Thessaloniki,28
935,Olivia,Bianchi,Government Services,Tel Aviv University,21
936,Peter,Lombardi,Real Estate,Aristotle University of Thessaloniki,32
937,Athena,Walker,Health,Chalmers University of Technology,23
938,Christos,Hall,Advertising & Marketing,Technical University of Munich,39
939,Natalie,Nielsen,Health,Aristotle University of Thessaloniki,34
940,Lucy,Brown,Real Estate,Lund University,23
941,Spyros,Lee,Government Services,University of Patras,36
942,Joseph,Hall,Engineering,Uppsala University,19
943,Angelina,Thompson,Software,University of Patras,32
944,George,Schmidt,Financial Services,Utrecht University,28
945,Thomas,Rossi,IT System Development,Chalmers University of Technology,25
946,Marta,Garcia,Government Services,Aristotle University of Thessaloniki,36
947,Hugo,Carter,Real Estate,Politecnico di Milano,30
948,Christopher,Young,Business Products & Services,University College London,29
949,Penelope,King,Education,Technical University of Munich,22
950,Christopher,Lewis,IT Management,Leiden University,23
951,Christopher,Nielsen,Real Estate,University of Patras,39
952,Oscar,Sanchez,Business Products & Services,University of Lisbon,21
953,Isabella,Horvath,IT Management,University of Cambridge,36
954,Catherine,Harris,Construction,Technical University of Munich,37
955,Timothy,Green,Real Estate,University of Helsinki,18
956,Veronica,Lewis,Security,University of Barcelona,37
957,Oscar,Garcia,Financial Services,University College London,34
958,Christos,Thomas,Retail,University of Patras,29
959,Emily,Hall,Environmental Services,Leiden University,32
960,Christina,Green,Advertising & Marketing,University of Patras,18
961,Alice,Muller,Energy,Chalmers University of Technology,31
962,Matthew,Robinson,Construction,University of Strasbourg,23
963,Irene,Kowalski,Consumer Products & Services,University College London,22
964,Rebecca,Miller,Health,Eindhoven University of Technology,28
965,Anthony,Anderson,Logistics & Transportation,University of Patras,21
966,Max,Smith,IT Management,Leiden University,30
967,Victor,Harris,Logistics & Transportation,KTH Royal Institute of Technology,28
968,David,Horvath,Software,Aristotle University of Thessaloniki,20
969,Marina,Nelson,Logistics & Transportation,Sciences Po,18
970,Victor,Thompson,Health,University of Strasbourg,23
971,Christina,Hernandez,Consumer Products & Services,Imperial College London,35
972,Helen,King,Government Services,Aristotle University of Thessaloniki,27
973,Paula,Mitchell,Consumer Products & Services,University of Warsaw,22
974,Lucy,Dubois,Software,University of Cambridge,40
975,Penelope,Allen,IT System Development,Leiden University,27
976,Peter,Hall,Advertising & Marketing,University of Tartu,29
977,Leo,Brown,Health,University of Patras,19
978,Benjamin,Allen,Real Estate,Leiden University,30
979,Paul,Lopez,Real Estate,University of Patras,25
980,Catherine,Williams,Health,University of Zurich,19
981,Christina,Garcia,Engineering,National and Kapodistrian University of Athens,37
982,Adrian,Wright,Engineering,Lund University,18
983,Benjamin,Allen,Human Resources,University of Warsaw,22
984,Harris,Lewis,Business Products & Services,National and Kapodistrian University of Athens,26
985,Marta,Brown,Business Products & Services,Aarhus University,34
986,Marta,Carter,Advertising & Marketing,University of Belgrade,26
987,Dimitris,Kowalski,Financial Services,Charles University,28
988,Ivy,Lewis,Government Services,The University of Manchester,32
989,Sara,Thompson,Advertising & Marketing,University of Strasbourg,23
990,Jasmine,Hall,Real Estate,Aristotle University of Thessaloniki,40
991,Nicole,Harris,Construction,University of Amsterdam,20
992,Alexandra,Kowalski,IT Management,Aristotle University of Thessaloniki,34
993,Gregory,Lopez,Construction,University of Bern,22
994,Marta,Nielsen,Real Estate,National and Kapodistrian University of Athens,29
995,Martin,Johnson,Telecommunications,Delft University of Technology,35
996,Oscar,Green,Advertising & Marketing,National and Kapodistrian University of Athens,31
997,Chloe,White,Energy,National and Kapodistrian University of Athens,38
998,David,Thomas,Consumer Products & Services,University of Patras,28
999,Diana,Lopez,Government Services,Aristotle University of Thessaloniki,26
1000,Matthew,Clark,Construction,University of Lisbon,19
1001,Maria,Perez,Human Resources,University of Bern,29
1002,Max,Johnson,Health,Delft University of Technology,20
1003,Daniel,Young,Software,Aristotle University of Thessaloniki,20
1004,Helen,Gonzalez,Health,Imperial College London,18
1005,Benjamin,Lee,Business Products & Services,Tel Aviv University,25
1006,Oscar,Rossi,Construction,KTH Royal Institute of Technology,39
1007,Alexandra,Williams,Business Products & Services,University of Tartu,25
1008,Evelyn,Carter,Engineering,Aristotle University of Thessaloniki,28
1009,Evelyn,Garcia,Consumer Products & Services,National and Kapodistrian University of Athens,26
1010,Alice,Clark,Education,National and Kapodistrian University of Athens,22
1011,Benjamin,Dubois,Retail,University of Strasbourg,31
1012,Christos,Williams,Government Services,Aristotle University of Thessaloniki,20
1013,Eleni,Green,Software,Sapienza University of Rome,38
1014,Patricia,Schmidt,Food & Beverage,Trinity College Dublin,22
1015,Spyros,Walker,Health,University of Patras,22
1016,Victor,Jackson,Real Estate,University of Zurich,36
1017,Vasilis,Thomas,Software,University of Patras,31
1018,David,Miller,Manufacturing,Leiden University,21
1019,Helen,Green,IT Management,University of Patras,30
1020,Maya,Davis,Consumer Products & Services,University of Patras,27
1021,Peter,Martinez,Health,National and Kapodistrian University of Athens,35
1022,Anthony,Dubois,Software,KTH Royal Institute of Technology,25
1023,Angelina,Anderson,Software,Politecnico di Milano,25
1024,Natalie,Rossi,Logistics & Transportation,National and Kapodistrian University of Athens,24
1025,Lucy,Wright,Financial Services,Trinity College Dublin,25
1026,Jason,Hall,Software,Aristotle University of Thessaloniki,31
1027,Sofia,White,Health,Imperial College London,36
1028,Stephen,Clark,Energy,University of Groningen,23
1029,Alice,Allen,Government Services,University of Amsterdam,18
1030,Kostas,Novak,IT System Development,University of Patras,40
1031,Robert,Mitchell,Government Services,University of Oslo,32
1032,Theodora,Jackson,Business Products & Services,National and Kapodistrian University of Athens,18
1033,William,Dubois,Construction,Aalto University,34
1034,Timothy,Scott,Construction,National and Kapodistrian University of Athens,18
1035,Spyros,Adams,Health,Politecnico di Milano,32
1036,Liam,Allen,Business Products & Services,University of Patras,40
1037,Michael,Williams,Software,University of Belgrade,19
1038,Martin,Jones,Consumer Products & Services,National and Kapodistrian University of Athens,31
1039,Patricia,Gonzalez,Environmental Services,Aristotle University of Thessaloniki,38
1040,Athena,Lewis,Business Products & Services,Ludwig Maximilian University of Munich,25
1041,Jasmine,Williams,Education,University of Vienna,25
1042,Irene,Anderson,Software,Chalmers University of Technology,36
1043,Irene,Carter,Food & Beverage,KU Leuven,24
1044,Alice,Dubois,Retail,University of Bern,36
1045,Michael,Rossi,Software,University of Copenhagen,23
1046,Catherine,Davis,Environmental Services,National and Kapodistrian University of Athens,23
1047,Zoe,Robinson,Financial Services,University College Dublin,20
1048,Spyros,King,IT System Development,University of Belgrade,24
1049,Bianca,Dubois,Insurance,Leiden University,36
1050,Nikoleta,Miller,IT System Development,University of Helsinki,25
1051,Chloe,Harris,IT Management,Aristotle University of Thessaloniki,27
1052,Timothy,Rossi,Software,University of Patras,37
1053,Marina,Schmidt,Real Estate,University of Patras,32
1054,Matthew,Lee,Consumer Products & Services,University of Patras,32
1055,Anthony,Hall,Advertising & Marketing,University of Patras,18
1056,George,Walker,Software,Eindhoven University of Technology,37
1057,Olivia,Johnson,Business Products & Services,Ludwig Maximilian University of Munich,24
1058,Laura,Thomas,Business Products & Services,EPFL,21
1059,William,Schmidt,Advertising & Marketing,University College Dublin,23
1060,Peter,Thompson,Food & Beverage,Technion – Israel Institute of Technology,18
1061,Penelope,Dubois,Consumer Products & Services,University of Tartu,22
1062,Chloe,Bianchi,Construction,Aristotle University of Thessaloniki,40
1063,Laura,Schmidt,Food & Beverage,National and Kapodistrian University of Athens,18
1064,Gregory,Miller,Consumer Products & Services,EPFL,21
1065,Vasilis,Hall,Advertising & Marketing,ETH Zurich,39
1066,Spyros,Garcia,Environmental Services,Uppsala University,19
1067,Athena,Hernandez,Business Products & Services,Trinity College Dublin,27
1068,Leah,Adams,Health,The University of Manchester,22
1069,George,Thompson,Software,University of Ljubljana,27
1070,Sara,Lee,IT Management,University of Tartu,18
1071,Martin,Mitchell,IT Management,University of Geneva,39
1072,Mark,King,Security,University of Patras,23
1073,Grace,Green,Food & Beverage,Lund University,30
1074,Henry,Jackson,Advertising & Marketing,Aristotle University of Thessaloniki,32
1075,Philip,Novak,Consumer Products & Services,Politecnico di Milano,21
1076,Thomas,Brown,Food & Beverage,University of Bern,30
1077,William,Lewis,Education,Jagiellonian University,37
1078,Natalie,Adams,Advertising & Marketing,Charles University,32
1079,Stephen,Sanchez,Logistics & Transportation,University College Dublin,25
1080,George,Moore,Security,University of Lisbon,22
1081,Nicole,Muller,Construction,University of Tartu,32
1082,Marta,Hall,Software,University of Lisbon,21
1083,Anthony,White,Business Products & Services,University of Helsinki,29
1084,John,Schmidt,Insurance,Aristotle University of Thessaloniki,30
1085,Richard,Novak,Software,ETH Zurich,19
1086,Timothy,Nielsen,Human Resources,Utrecht University,36
1087,Georgia,Thomas,Software,University of Groningen,36
1088,Lucy,White,Human Resources,Eindhoven University of Technology,21
1089,Andrew,King,Software,University of Oxford,21
1090,Isabella,Lombardi,Food & Beverage,University of Vienna,28
1091,Grace,Williams,Government Services,Aarhus University,22
1092,Max,Carter,Financial Services,ETH Zurich,37
1093,Hugo,Walker,Retail,University of Zurich,28
1094,Christopher,Thomas,Real Estate,University of Helsinki,27
1095,Christos,Kowalski,Software,University of Patras,25
1096,Gregory,Lopez,Real Estate,EPFL,23
1097,Lydia,White,Advertising & Marketing,Technion – Israel Institute of Technology,23
1098,Patricia,Smith,Financial Services,University of Cambridge,25
1099,Noah,Perez,IT Management,University of Geneva,40
1100,David,Moore,Media,National and Kapodistrian University of Athens,32
1101,Theodora,Johnson,Construction,University College Dublin,31
1102,Eva,Perez,Logistics & Transportation,National and Kapodistrian University of Athens,28
1103,Evelyn,Lombardi,Human Resources,Technion – Israel Institute of Technology,29
1104,Samuel,Martinez,Health,Aristotle University of Thessaloniki,30
1105,Peter,White,Financial Services,Aristotle University of Thessaloniki,25
1106,Emily,White,Health,University of Vienna,35
1107,Jack,Allen,Real Estate,University College Dublin,18
1108,Kostas,Carter,Health,Delft University of Technology,32
1109,Andrew,Rossi,Human Resources,National and Kapodistrian University of Athens,25
1110,Marta,Gonzalez,Health,Aalto University,28
1111,Paula,Davis,Real Estate,University of Patras,29
1112,Leah,Martin,Advertising & Marketing,Aarhus University,29
1113,Claire,Martin,Security,University of Oxford,21
1114,Elisa,Johnson,Media,Pompeu Fabra University,33
1115,Marta,Horvath,Insurance,Aristotle University of Thessaloniki,21
1116,Nicole,Gonzalez,Manufacturing,Stockholm University,22
1117,Roman,Martin,Business Products & Services,University of Cambridge,22
1118,Olivia,Jones,Manufacturing,University of Helsinki,25
1119,Andreas,Mitchell,Human Resources,University of Oxford,27
1120,Robert,Lopez,Business Products & Services,National and Kapodistrian University of Athens,34
1121,Jasmine,Dubois,Advertising & Marketing,Ludwig Maximilian University of Munich,26
1122,Marina,Horvath,Health,University of Zurich,39
1123,Claire,Carter,Financial Services,University of Zurich,36
1124,Stephen,Allen,Business Products & Services,University of Amsterdam,31
1125,Natalie,Nelson,Software,University of Patras,25
1126,Vasilis,Perez,Health,University of Oxford,26
1127,Alex,Rossi,Government Services,University of Lisbon,39
1128,Liam,Carter,Financial Services,The University of Manchester,28
1129,Andreas,Harris,Construction,Chalmers University of Technology,40
1130,Marta,Green,Government Services,University of Zurich,18
1131,Laura,Robinson,Food & Beverage,The University of Edinburgh,31
1132,Christopher,Sanchez,Government Services,Aristotle University of Thessaloniki,22
1133,Theodora,Baker,Business Products & Services,Sapienza University of Rome,38
1134,Martin,Smith,Insurance,University of Helsinki,31
1135,Olivia,Harris,Education,University of Amsterdam,21
1136,James,Harris,Energy,University of Warsaw,39
1137,Christos,Gonzalez,Logistics & Transportation,Uppsala University,40
1138,Grace,Clark,Health,National and Kapodistrian University of Athens,18
1139,Peter,Young,Computer Hardware,Politecnico di Milano,39
1140,Nicholas,Anderson,Construction,University College London,40
1141,Bianca,Allen,IT Management,University of Geneva,36
1142,Daniel,Schmidt,Software,University of Oxford,25
1143,Marta,Wright,Construction,Aristotle University of Thessaloniki,32
1144,David,Moore,Consumer Products & Services,Aristotle University of Thessaloniki,38
1145,Oscar,Green,Health,Aalto University,32
1146,Andreas,Novak,Business Products & Services,Ghent University,26
1147,Benjamin,Taylor,Logistics & Transportation,Leiden University,38
1148,Andreas,Kowalski,Construction,University of Barcelona,26
1149,Victor,Robinson,IT System Development,University of Patras,27
1150,Henry,Thompson,Travel & Hospitality,University of Groningen,37
1151,Katerina,Walker,Financial Services,Aristotle University of Thessaloniki,38
1152,Irene,Williams,Advertising & Marketing,National and Kapodistrian University of Athens,26
1153,Paul,Lombardi,Human Resources,Lund University,20
1154,William,Adams,Consumer Products & Services,Politecnico di Milano,37
1155,Nadia,Miller,Financial Services,University of Vienna,28
1156,Chloe,Rossi,Education,University of Oslo,23
1157,Arthur,Wright,Government Services,KTH Royal Institute of Technology,19
1158,Harris,Baker,Business Products & Services,Uppsala University,24
1159,Laura,Clark,Logistics & Transportation,Ghent University,35
1160,Matthew,Miller,Construction,Sciences Po,19
1161,Bianca,Moore,Food & Beverage,University of Helsinki,34
1162,Julia,Schmidt,Financial Services,University of Amsterdam,28
1163,Victoria,Scott,Real Estate,National and Kapodistrian University of Athens,29
1164,Emily,Lewis,Manufacturing,National and Kapodistrian University of Athens,36
1165,Athena,Lee,IT Management,Sapienza University of Rome,39
1166,Isabella,Lopez,Travel & Hospitality,National and Kapodistrian University of Athens,24
1167,Sofia,Muller,Business Products & Services,Aarhus University,37
1168,Ivy,Gonzalez,Health,University of Ljubljana,23
1169,Richard,Young,IT System Development,Politecnico di Milano,38
1170,Joseph,Kowalski,Consumer Products & Services,University of Tartu,18
1171,Bianca,Allen,Security,University of Barcelona,34
1172,Michael,Johnson,Logistics & Transportation,Aristotle University of Thessaloniki,28
1173,Roxanne,Anderson,Manufacturing,Uppsala University,39
1174,Andrew,Mitchell,Financial Services,University of Barcelona,35
1175,Nicholas,Nelson,Travel & Hospitality,University of Patras,38
1176,Victor,Taylor,Construction,University of Strasbourg,34
1177,Isabella,Mitchell,Real Estate,University of Oxford,24
1178,John,Clark,Financial Services,University of Barcelona,34
1179,Julia,Adams,Construction,National and Kapodistrian University of Athens,37
1180,Martin,Hall,Business Products & Services,University of Patras,26
1181,Leo,Perez,Manufacturing,Aristotle University of Thessaloniki,34
1182,Georgia,Muller,Business Products & Services,Aristotle University of Thessaloniki,37
1183,Daniel,Johnson,Security,National and Kapodistrian University of Athens,39
1184,Alexandra,Muller,Government Services,ETH Zurich,39
1185,Daniel,Lopez,Advertising & Marketing,Sciences Po,25
1186,Liam,Baker,Advertising & Marketing,University of Patras,34
1187,Martin,Schmidt,Health,Technion – Israel Institute of Technology,24
1188,Matthew,Wright,Education,Aristotle University of Thessaloniki,18
1189,Natalie,Jackson,Advertising & Marketing,The University of Edinburgh,30
1190,Diana,Robinson,Human Resources,University of Zurich,40
1191,Harris,Green,IT System Development,University of Patras,36
1192,Nadia,Martinez,Travel & Hospitality,University of Patras,36
1193,Peter,Robinson,Construction,University College Dublin,34
1194,Rebecca,Carter,Telecommunications,ETH Zurich,30
1195,Nadia,Garcia,Software,KTH Royal Institute of Technology,33
1196,Nikoleta,Davis,IT Management,University of Ljubljana,25
1197,Chloe,Walker,Advertising & Marketing,KU Leuven,36
1198,Nikoleta,Moore,Business Products & Services,Aristotle University of Thessaloniki,35
1199,Maria,Moore,Health,Jagiellonian University,18
1200,Irene,Garcia,IT Services,University of Patras,31
1201,Nikos,Adams,Retail,Pompeu Fabra University,36
1202,Emily,Lopez,Construction,Technical University of Munich,32
1203,Anthony,Thomas,Consumer Products & Services,Charles University,35
1204,Matthew,Taylor,Energy,University College London,19
1205,Evelyn,Nielsen,Advertising & Marketing,Pompeu Fabra University,39
1206,Irene,Nielsen,Software,University of Vienna,34
1207,Christopher,Schmidt,Logistics & Transportation,Aristotle University of Thessaloniki,35
1208,Kostas,Walker,Logistics & Transportation,University of Patras,23
1209,Peter,Baker,Telecommunications,University of Copenhagen,36
1210,William,Perez,Construction,Pompeu Fabra University,21
1211,Diana,Clark,IT System Development,Ghent University,18
1212,Roxanne,Muller,Business Products & Services,Ghent University,25
1213,Maya,Moore,Education,Sapienza University of Rome,40
1214,Alexandra,Perez,Advertising & Marketing,KTH Royal Institute of Technology,24
1215,Laura,Carter,Business Products & Services,University of Patras,20
1216,Georgia,White,Human Resources,Eindhoven University of Technology,27
1217,Hugo,Gonzalez,Software,KU Leuven,27
1218,Vasilis,Nielsen,Business Products & Services,Aristotle University of Thessaloniki,36
1219,Stephen,Lewis,Advertising & Marketing,University of Patras,31
1220,Daniel,Rossi,Retail,University of Patras,19
1221,Christopher,Davis,Logistics & Transportation,National and Kapodistrian University of Athens,18
1222,Lydia,Lombardi,Software,Aristotle University of Thessaloniki,40
1223,Gregory,Kowalski,Human Resources,University of Patras,40
1224,William,Rossi,Real Estate,KTH Royal Institute of Technology,35
1225,Athena,Muller,Software,Uppsala University,24
1226,Arthur,Rossi,Retail,KTH Royal Institute of Technology,25
1227,Lydia,Gonzalez,Media,University of Vienna,18
1228,Matthew,King,Computer Hardware,University of Amsterdam,40
1229,Nicholas,Green,Construction,University of Belgrade,20
1230,Stephen,Green,Logistics & Transportation,Jagiellonian University,40
1231,Natalie,Walker,Financial Services,University of Belgrade,25
1232,Paula,Martin,Real Estate,Eindhoven University of Technology,39
1233,Martin,Walker,Security,National and Kapodistrian University of Athens,32
1234,Noah,Wright,Software,University of Tartu,22
1235,Chloe,Muller,Government Services,Imperial College London,20
1236,Laura,Allen,Advertising & Marketing,Politecnico di Milano,36
1237,Martin,Lopez,Real Estate,National and Kapodistrian University of Athens,18
1238,Lucy,Young,Construction,Aristotle University of Thessaloniki,32
1239,Liam,Taylor,Engineering,University of Patras,25
1240,Timothy,Thomas,Construction,Technion – Israel Institute of Technology,19
1241,Benjamin,Walker,Retail,Sciences Po,20
1242,Jasmine,Lopez,IT Management,University of Helsinki,31
1243,Dimitris,Smith,Health,Uppsala University,31
1244,Richard,Green,Human Resources,The University of Edinburgh,28
1245,Marta,Harris,Manufacturing,University of Helsinki,33
1246,Alice,Muller,IT Management,The University of Manchester,21
1247,James,Allen,Financial Services,University of Patras,37
1248,Theodora,Bianchi,Financial Services,Eindhoven University of Technology,22
1249,Ivy,Thomas,Advertising & Marketing,National and Kapodistrian University of Athens,39
1250,Thomas,Kowalski,Advertising & Marketing,The University of Edinburgh,38
1251,Olivia,Davis,Advertising & Marketing,Aristotle University of Thessaloniki,31
1252,Angelina,Robinson,Financial Services,National and Kapodistrian University of Athens,40
1253,Richard,Nelson,Advertising & Marketing,University of Patras,33
1254,Max,Bianchi,Software,University of Copenhagen,35
1255,Bianca,Perez,Financial Services,University of Belgrade,24
1256,Eleni,Perez,Business Products & Services,University of Lisbon,27
1257,Alice,Perez,Business Products & Services,University of Strasbourg,24
1258,Anthony,Hernandez,Government Services,University of Strasbourg,18
1259,Liam,Rossi,Software,University of Oxford,40
1260,Katerina,Johnson,Software,Technical University of Munich,38
1261,Kostas,Mitchell,Financial Services,University of Copenhagen,36
1262,Natalie,Martin,IT Management,KTH Royal Institute of Technology,33
1263,Peter,Martinez,Health,University of Oxford,36
1264,Diana,Mitchell,Energy,KU Leuven,21
1265,Vasilis,Mitchell,Financial Services,University of Copenhagen,35
1266,Penelope,King,Advertising & Marketing,University of Patras,19
1267,Christina,Miller,IT Management,University of Barcelona,18
1268,Mark,Carter,Consumer Products & Services,Utrecht University,32
1269,Christina,Adams,Consumer Products & Services,Sapienza University of Rome,22
1270,Paula,Dubois,Advertising & Marketing,National and Kapodistrian University of Athens,37
1271,Theodora,Perez,Software,Pompeu Fabra University,28
1272,Sofia,Johnson,Business Products & Services,The University of Manchester,27
1273,Helen,Gonzalez,IT Management,Technical University of Munich,19
1274,Eleni,Mitchell,Financial Services,ETH Zurich,20
1275,Rebecca,Jackson,Retail,Sapienza University of Rome,40
1276,Rebecca,Taylor,IT System Development,University of Helsinki,40
1277,Nikoleta,Adams,Manufacturing,University of Oslo,29
1278,Matthew,Rossi,Environmental Services,University of Porto,37
1279,Richard,Sanchez,IT Services,University of Zurich,22
1280,Anna,Kowalski,Health,University of Warsaw,22
1281,Max,Miller,Construction,Ludwig Maximilian University of Munich,23
1282,Sofia,Lewis,Manufacturing,Ludwig Maximilian University of Munich,26
1283,Maria,Johnson,Food & Beverage,University of Ljubljana,19
1284,Isabella,Schmidt,Real Estate,National and Kapodistrian University of Athens,38
1285,Paul,Carter,Retail,Tel Aviv University,29
1286,Mark,Bianchi,Consumer Products & Services,Technion – Israel Institute of Technology,20
1287,Sofia,Robinson,IT Management,Charles University,37
1288,Samuel,Baker,Advertising & Marketing,University of Amsterdam,39
1289,Stephen,King,Food & Beverage,Sapienza University of Rome,29
1290,Lucas,Hernandez,IT Management,Charles University,34
1291,Julia,Taylor,Software,Pompeu Fabra University,27
1292,Bianca,Allen,Logistics & Transportation,University of Lisbon,31
1293,Emily,Lewis,Real Estate,Sciences Po,40
1294,Maya,Dubois,Business Products & Services,University of Helsinki,34
1295,Timothy,Jackson,Travel & Hospitality,Charles University,35
1296,Lucy,Thomas,Construction,University of Porto,36
1297,Christopher,Sanchez,Financial Services,University College Dublin,34
1298,George,Horvath,Food & Beverage,University of Groningen,31
1299,Alexandra,Hernandez,Media,The University of Manchester,26
1300,Alexandra,Gonzalez,Consumer Products & Services,University of Amsterdam,25
1301,Elisa,Martinez,Government Services,University of Barcelona,19
1302,Adrian,Lopez,Manufacturing,Charles University,30
1303,Jason,Jones,Business Products & Services,The University of Edinburgh,24
1304,Jack,Johnson,Financial Services,Chalmers University of Technology,26
